Edition,Entity_code,GLOBAL_ID,Series_with_units,Rank,Value
2012,ZWE,EOSQ039,1.05 Efficiency of legal framework in challenging regulations (1-7),130,2.5445942333
2013,ZWE,EOSQ039,1.05 Efficiency of legal framework in challenging regulations (1-7),134,2.5560168333
2014,ZWE,EOSQ039,1.05 Efficiency of legal framework in challenging regulations (1-7),123,2.7910926017
2012,AGO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),136,2.4836673703
2013,AGO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2014,AGO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),129,2.735294
2012,ALB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),63,3.7480954396
2013,ALB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),98,3.2895102781
2014,ALB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),120,2.95043765
2012,ARE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),34,4.6030351402
2013,ARE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),22,4.8420540253
2014,ARE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),20,4.912072
2012,ARG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),124,2.7495744211
2013,ARG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),129,2.6837354054
2014,ARG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),133,2.629170924
2012,ARM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),81,3.4037669491
2013,ARM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),75,3.6332949675
2014,ARM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),74,3.6500024256
2012,AUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),14,5.1345581
2013,AUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),18,4.9638657714
2014,AUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),30,4.597568528
2012,AUT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),18,4.9759159905
2013,AUT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),25,4.7824584715
2014,AUT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),24,4.7741246691
2012,AZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),95,3.2787306639
2013,AZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),76,3.6195184618
2014,AZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),64,3.8389035333
2012,BDI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),130,2.6905990609
2013,BDI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),134,2.5552920941
2014,BDI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),136,2.5542003149
2012,BEL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),51,4.0560388694
2013,BEL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),45,4.1794542583
2014,BEL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),40,4.2316170893
2012,BEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),77,3.4674643107
2013,BEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),91,3.3296897385
2014,BEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),104,3.2807512545
2012,BFA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),86,3.371823538
2013,BFA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),78,3.5951267012
2014,BFA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),103,3.2989888204
2012,BGD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),100,3.1197036304
2013,BGD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),101,3.2603359613
2014,BGD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),114,3.1113577592
2012,BGR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),126,2.7160457519
2013,BGR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),122,2.8364865122
2014,BGR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),125,2.8562777821
2012,BHR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),31,4.651759469
2013,BHR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),30,4.5979877379
2014,BHR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),41,4.2247958962
2012,BIH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),119,2.822512
2013,BIH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),105,3.1984777
2014,BIH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),85,3.506086
2012,BLZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),98,3.12559
2013,BLZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2014,BLZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2012,BOL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),110,2.9292945761
2013,BOL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),104,3.2212940285
2014,BOL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),82,3.5536635753
2012,BRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),75,3.4972600448
2013,BRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),84,3.4731847817
2014,BRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),101,3.301620183
2012,BRB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),20,4.9084759118
2013,BRB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),28,4.7009720688
2014,BRB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),34,4.4923426829
2012,BRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),39,4.4388800802
2013,BRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),34,4.487084963
2014,BRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),19,4.9544015128
2012,BTN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,BTN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2014,BTN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),51,4.015057
2012,BWA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),23,4.8505540771
2013,BWA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),16,5.0315180371
2014,BWA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),25,4.7523122766
2012,CAN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),10,5.4283819511
2013,CAN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),9,5.428091595
2014,CAN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),11,5.4075048703
2012,CHE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),7,5.4909022569
2013,CHE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),4,5.6681354935
2014,CHE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),6,5.66936502
2012,CHL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),26,4.8098225132
2013,CHL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),23,4.8038757078
2014,CHL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),29,4.6713965375
2012,CHN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),42,4.2553416492
2013,CHN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),44,4.223022414
2014,CHN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),43,4.2003380714
2012,CIV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),120,2.8199197659
2013,CIV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),119,2.9359737321
2014,CIV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),90,3.4364584867
2012,CMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),85,3.3861338571
2013,CMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),88,3.4110389379
2014,CMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),102,3.300158572
2012,COL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),88,3.3453882045
2013,COL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),97,3.2981679563
2014,COL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),95,3.3667818143
2012,CPV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),70,3.6471427746
2013,CPV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),70,3.6893378869
2014,CPV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),72,3.6605483426
2012,CRI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),65,3.7165609447
2013,CRI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),73,3.6459889254
2014,CRI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),68,3.7398841647
2012,CYP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),32,4.6333772356
2013,CYP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),32,4.5797603792
2014,CYP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),42,4.2053628754
2012,CZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),113,2.8868881299
2013,CZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),115,3.0491895418
2014,CZE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),115,3.0654223901
2012,DEU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),19,4.9266635031
2013,DEU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),20,4.9186879428
2014,DEU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),13,5.2418766542
2012,DNK,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),8,5.479665725
2013,DNK,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),13,5.0876903168
2014,DNK,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),21,4.8657546917
2012,DOM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),96,3.2180947186
2013,DOM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),95,3.3101110828
2014,DOM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),99,3.3511218762
2012,DZA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),109,2.9733026348
2013,DZA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),132,2.6347526333
2014,DZA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),116,3.0534885847
2012,ECU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),135,2.5270215571
2013,ECU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),130,2.671087
2014,ECU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),97,3.3569135254
2012,EGY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),60,3.8535194157
2013,EGY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),86,3.4357994912
2014,EGY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),106,3.2115452925
2012,ESP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),73,3.5490445768
2013,ESP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),69,3.7272542201
2014,ESP,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),70,3.7085699
2012,EST,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),40,4.3173527
2013,EST,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),41,4.3085970129
2014,EST,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),39,4.2814562254
2012,ETH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),62,3.7914644333
2013,ETH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),62,3.8185556
2014,ETH,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),81,3.5640809975
2012,FIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),3,5.806270875
2013,FIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),2,5.9833047565
2014,FIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),2,6.0723374684
2012,FRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),22,4.8533548084
2013,FRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),37,4.4394165571
2014,FRA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),48,4.084362301
2012,GAB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,GAB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),60,3.824655
2014,GAB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),86,3.4881531981
2012,GBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),13,5.2572920769
2013,GBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),11,5.3600067077
2014,GBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),8,5.5615091364
2012,GEO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),82,3.4016389766
2013,GEO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),89,3.370148
2014,GEO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),92,3.4209444627
2012,GHA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),43,4.2183573692
2013,GHA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),50,4.0396742847
2014,GHA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),50,4.0670842483
2012,GIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,GIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),128,2.695553
2014,GIN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),139,2.4902235276
2012,GMB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),24,4.8287715403
2013,GMB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),21,4.8602459045
2014,GMB,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),33,4.5148606184
2012,GRC,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),121,2.8101392523
2013,GRC,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),135,2.5481087518
2014,GRC,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),138,2.5188976632
2012,GTM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),116,2.8698597125
2013,GTM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),110,3.0937249143
2014,GTM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),100,3.3358974817
2012,GUY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),93,3.3098311529
2013,GUY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),87,3.4348190659
2014,GUY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),73,3.6539744519
2012,HKG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),5,5.7241356968
2013,HKG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),6,5.5857438875
2014,HKG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),3,5.8181504256
2012,HND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),89,3.3427794276
2013,HND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),102,3.2433425561
2014,HND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),109,3.1693153645
2012,HRV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),129,2.69636515
2013,HRV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),137,2.4736086902
2014,HRV,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),140,2.4846957214
2012,HTI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),140,2.138762
2013,HTI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),143,2.0978215333
2014,HTI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),146,2.2321971636
2012,HUN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),91,3.3232410084
2013,HUN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),117,3.0370627817
2014,HUN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),113,3.1183691586
2012,IDN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),69,3.6677778
2013,IDN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),66,3.7816305057
2014,IDN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),49,4.0770734514
2012,IND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),64,3.733778547
2013,IND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),59,3.8484948865
2014,IND,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),62,3.8448692058
2012,IRL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),37,4.4831860557
2013,IRL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),29,4.6161741063
2014,IRL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),22,4.8480063932
2012,IRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),72,3.5563580077
2013,IRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),77,3.6168263292
2014,IRN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),91,3.4211455867
2012,ISL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),21,4.9062105474
2013,ISL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),27,4.717435269
2014,ISL,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),27,4.7156317185
2012,ISR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),41,4.3024857645
2013,ISR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),46,4.1443181418
2014,ISR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),44,4.2001096919
2012,ITA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),133,2.5893909319
2013,ITA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),139,2.4725548804
2014,ITA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),145,2.3301960267
2012,JAM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),78,3.4495655551
2013,JAM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),79,3.5873820813
2014,JAM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),94,3.3923955353
2012,JOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),49,4.0660029302
2013,JOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),43,4.2350222286
2014,JOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),38,4.347388
2012,JPN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),28,4.7772062929
2013,JPN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),36,4.4649387417
2014,JPN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),28,4.7094174239
2012,KAZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),87,3.363936
2013,KAZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),67,3.7685047956
2014,KAZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),53,3.9328224786
2012,KEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),74,3.5213414415
2013,KEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),72,3.6673945259
2014,KEN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),57,3.8894911736
2012,KGZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),132,2.6119893719
2013,KGZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),136,2.5275741
2014,KGZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),132,2.6451432425
2012,KHM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),58,3.9021263804
2013,KHM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),56,3.9687830158
2014,KHM,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),83,3.5457765441
2012,KOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),84,3.3899123722
2013,KOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),80,3.5768846667
2014,KOR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),84,3.5283372078
2012,KWT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),48,4.1508454811
2013,KWT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),57,3.9519116931
2014,KWT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),66,3.7791393595
2012,LAO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,LAO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2014,LAO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),35,4.477809
2012,LBN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),105,3.0050700355
2013,LBN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),114,3.0641449442
2014,LBN,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),130,2.7167864286
2012,LBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,LBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),42,4.240624
2014,LBR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),67,3.7680701108
2012,LBY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,LBY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),103,3.237813
2014,LBY,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),124,2.8915639333
2012,LKA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),35,4.5247362483
2013,LKA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),33,4.535908
2014,LKA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),31,4.5611042805
2012,LSO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),94,3.2788979122
2013,LSO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),99,3.2755578226
2014,LSO,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),80,3.5827727667
2012,LTU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),83,3.397045681
2013,LTU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),90,3.3303094121
2014,LTU,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),96,3.3645029531
2012,LUX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),12,5.2707016627
2013,LUX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),12,5.1579632625
2014,LUX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),15,5.2049424265
2012,LVA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),104,3.0823495446
2013,LVA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),106,3.1979667036
2014,LVA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),117,2.9993445231
2012,MAR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),57,3.906102
2013,MAR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),54,3.9819800567
2014,MAR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),71,3.6868040918
2012,MDA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),108,2.975728838
2013,MDA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),120,2.9231034455
2014,MDA,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),131,2.6487388462
2012,MDG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),127,2.7114721036
2013,MDG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),125,2.7495238393
2014,MDG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),121,2.936549808
2012,MEX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),101,3.1196517295
2013,MEX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),100,3.2640617373
2014,MEX,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),98,3.3511338284
2012,MKD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),99,3.1243979722
2013,MKD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),108,3.1782229603
2014,MKD,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),87,3.4646374363
2012,MLI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),76,3.481098477
2013,MLI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),85,3.4569126065
2014,MLI,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),111,3.1485000918
2012,MLT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),46,4.1751349556
2013,MLT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),58,3.9287006545
2014,MLT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),46,4.18737518
2012,MMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2013,MMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),,
2014,MMR,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),134,2.626703
2012,MNE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),45,4.1920531503
2013,MNE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),51,4.0265463247
2014,MNE,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),58,3.876967213
2012,MNG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),106,2.9961292182
2013,MNG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),94,3.3101607645
2014,MNG,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),110,3.1645924368
2012,MOZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),90,3.3255581071
2013,MOZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),93,3.3166066207
2014,MOZ,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),105,3.2514304876
2012,MRT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),80,3.4238051649
2013,MRT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),92,3.3167449745
2014,MRT,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),127,2.7953254412
2012,MUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),33,4.6306960637
2013,MUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),26,4.7289927113
2014,MUS,EOSQ040,1.04 Efficiency of legal framework in settling disputes (1-7),23,4.8470837292
